,user_id,created_time,object_type,url,page_type,url_split
42297,181144,Thu Jun 14 15:37:39 2018,,betaRegistration/tm-st-1528970858438,beta registration,betaRegistration
42298,181144,Thu Jun 14 15:39:39 2018,,myGroups,mygroups,myGroups
42299,181144,Thu Jun 14 15:40:21 2018,,pendingGroups,pending groups,pendingGroups
42300,181153,Thu Jun 14 18:14:57 2018,,betaRegistration/,beta registration,betaRegistration
42317,181159,Thu Jun 14 22:18:06 2018,,betaRegistration/,beta registration,betaRegistration
42318,181159,Thu Jun 14 22:18:21 2018,,betaRegistration/?code=AQS0awZKJecMCxbEMW76Mq63SCdaKaHC5URLqH2JP6-kzSYuCog0ugVipwxIr18eHJKDF19wE2j_HqnNjDc7bLnUZoZiFfVi3d41KVBksi4Z-lqDQ8AOE7T8oribqYG3nGl6_X1GPedqRRL50p9tub1_LB6AMQ&state=123456789,beta registration,betaRegistration
42319,181159,Thu Jun 14 22:22:25 2018,,myGroups,mygroups,myGroups
42320,181159,Thu Jun 14 22:22:33 2018,,pendingGroups,pending groups,pendingGroups
42321,181159,Thu Jun 14 22:23:04 2018,,connections,connection,connections
42322,181159,Thu Jun 14 22:23:51 2018,,main-home,main home,main-home
42323,181159,Thu Jun 21 23:05:16 2018,,betaRegistration/,beta registration,betaRegistration
42324,181159,Thu Jun 21 23:05:37 2018,,myGroups,mygroups,myGroups
42325,181163,Sun Jun 17 01:27:44 2018,,betaRegistration/,beta registration,betaRegistration
42326,181163,Sun Jun 17 01:29:00 2018,,myGroups,mygroups,myGroups
42327,181163,Sun Jun 17 01:29:24 2018,,pendingGroups,pending groups,pendingGroups
42328,181163,Sun Jun 17 01:29:44 2018,,discoverGroups,discover groups,discoverGroups
42342,181167,Thu Jun 14 20:19:09 2018,,betaRegistration/,beta registration,betaRegistration
42381,181175,Sun Jun 17 22:33:06 2018,,betaRegistration/,beta registration,betaRegistration
42382,181175,Sun Jun 17 22:33:57 2018,,myGroups,mygroups,myGroups
42383,181175,Sun Jun 17 22:33:58 2018,,betaRegistration/tm-st-1529255038707,beta registration,betaRegistration
42384,181175,Sun Jun 17 22:35:55 2018,,myGroups,mygroups,myGroups
42385,181175,Sun Jun 17 22:36:01 2018,,pendingGroups,pending groups,pendingGroups
42386,181180,Thu Jun 14 17:09:53 2018,,betaRegistration/,beta registration,betaRegistration
42408,181197,Mon Jun 18 20:47:32 2018,,betaRegistration/,beta registration,betaRegistration
42409,181197,Mon Jun 18 20:48:08 2018,,pendingGroups,pending groups,pendingGroups
42410,181197,Mon Jun 18 20:48:18 2018,,discoverGroups,discover groups,discoverGroups
42423,181199,Fri Jun 15 02:15:25 2018,,betaRegistration/,beta registration,betaRegistration
42424,181199,Fri Jun 15 02:18:52 2018,,pendingGroups,pending groups,pendingGroups
42425,181199,Fri Jun 15 02:19:16 2018,,myGroups,mygroups,myGroups
42441,181229,Sat Jun 16 04:35:57 2018,,betaRegistration/,beta registration,betaRegistration
42442,181229,Sat Jun 16 04:37:14 2018,,betaRegistration/?code=AQRqpMxWFU7qSUgQH4i1vZvd91z2aaOFXlkBg3gAIX4ITJNj_9TiegGNXoTydy0awxB-KMaX5rQO1cmLAL-TnRI3Iak5Jt9hlbtPyIK6W-KAjYJ4l7cXEd2S3sILFHK-DzVgmAPoWumXf-iZwS3YrNbjQ5PjUA&state=123456789,beta registration,betaRegistration
42443,181229,Sat Jun 16 04:38:09 2018,,myGroups,mygroups,myGroups
42444,181229,Sat Jun 16 04:38:18 2018,,notification,notification,notification
42445,181229,Sat Jun 16 04:38:24 2018,,main-home,main home,main-home
42459,181236,Fri Jun 15 17:50:47 2018,,betaRegistration/,beta registration,betaRegistration
42460,181236,Fri Jun 15 17:52:56 2018,,myGroups,mygroups,myGroups
42461,181236,Fri Jun 15 17:52:59 2018,,pendingGroups,pending groups,pendingGroups
42480,181238,Fri Jun 22 01:43:01 2018,,betaRegistration/,beta registration,betaRegistration
42481,181238,Fri Jun 22 01:47:04 2018,,myGroups,mygroups,myGroups
42482,181252,Fri Jun 15 18:06:15 2018,,betaRegistration/,beta registration,betaRegistration
42483,181252,Fri Jun 15 18:06:43 2018,,myGroups,mygroups,myGroups
42484,181252,Fri Jun 15 18:06:44 2018,,betaRegistration/tm-st-1529066204853,beta registration,betaRegistration
42485,181254,Sat Jun 16 08:31:12 2018,,betaRegistration/,beta registration,betaRegistration
42486,181254,Sat Jun 16 08:41:04 2018,,myGroups,mygroups,myGroups
42487,181254,Sat Jun 16 08:41:13 2018,,pendingGroups,pending groups,pendingGroups
42488,181254,Sat Jun 16 08:41:36 2018,,notification,notification,notification
42489,181254,Sat Jun 16 08:42:02 2018,,profile-edit/181254,profile edit,profile-edit
42490,181254,Sat Jun 16 08:42:02 2018,1.0,profile/181254,profile page,profile
42491,181262,Fri Jun 15 19:53:09 2018,,betaRegistration/,beta registration,betaRegistration
42492,181262,Fri Jun 15 19:53:57 2018,,myGroups,mygroups,myGroups
42493,181262,Fri Jun 15 19:56:30 2018,,pendingGroups,pending groups,pendingGroups
42494,181262,Fri Jun 15 19:56:48 2018,,discoverGroups,discover groups,discoverGroups
42495,181262,Fri Jun 15 19:57:32 2018,,notification,notification,notification
42496,181262,Fri Jun 15 19:57:44 2018,,main-home,main home,main-home
42497,181265,Fri Jun 15 16:44:17 2018,,betaRegistration/,beta registration,betaRegistration
42498,181268,Sat Jun 16 05:51:35 2018,,betaRegistration/,beta registration,betaRegistration
42499,181268,Sat Jun 16 05:54:06 2018,,myGroups,mygroups,myGroups
42500,181268,Sat Jun 16 05:54:33 2018,,pendingGroups,pending groups,pendingGroups
42559,181272,Fri Jun 15 14:00:07 2018,,main-home,main home,main-home
42560,181272,Fri Jun 15 14:00:31 2018,,events,events,events
42561,181272,Fri Jun 15 14:00:44 2018,,main-home,main home,main-home
42562,181275,Fri Jun 15 16:00:40 2018,,main-home,main home,main-home
42573,181278,Sat Jun 16 01:26:42 2018,,betaRegistration/,beta registration,betaRegistration
42574,181284,Fri Jun 15 18:19:50 2018,,betaRegistration/,beta registration,betaRegistration
42575,181284,Fri Jun 15 18:21:28 2018,,myGroups,mygroups,myGroups
42576,181284,Fri Jun 15 18:21:41 2018,,notification,notification,notification
42577,181287,Fri Jun 15 20:30:50 2018,,betaRegistration/,beta registration,betaRegistration
42578,181287,Fri Jun 15 20:37:32 2018,,myGroups,mygroups,myGroups
42579,181294,Fri Jun 15 15:07:18 2018,,betaRegistration/,beta registration,betaRegistration
42580,181294,Fri Jun 15 15:07:44 2018,,betaRegistration/?code=AQSlgC_KFfnZTrPsm5GJZNMZT5XV-n1fYTB3gcd3TnNteoOilbaIbfms92osihz4IGayMyQt28ZWNU3WRD1NGTDJKHzCDTeA7J3AiLvW8s18e_SHXKYOdpqNlH2YmIj5b6Ilu3K3ihXT_GlhYQp5jNdTaIOLJQ&state=123456789,beta registration,betaRegistration
42581,181294,Fri Jun 15 15:10:34 2018,,myGroups,mygroups,myGroups
42582,181294,Fri Jun 15 15:11:13 2018,,pendingGroups,pending groups,pendingGroups
42583,181294,Fri Jun 15 15:12:04 2018,,myGroups,mygroups,myGroups
42584,181294,Fri Jun 15 15:12:08 2018,,discoverGroups,discover groups,discoverGroups
42597,181300,Fri Jun 15 20:37:11 2018,,betaRegistration/,beta registration,betaRegistration
42598,181300,Fri Jun 15 20:38:28 2018,,betaRegistration/?code=AQQwll0JJq_RnwE-_OQLFPIQA5WilL52mz0PtwWY3moQyv5zQTWvF-6dcnWAaOeY-kC2--6mVIaxxSWdlyucmjBpxchHxodmVfK3YGDZw-ZBeWxpBYvDcyxNuMe0mg-5jXMud4369G9yQ9pHRJnQ1DTwHiF65Q&state=123456789,beta registration,betaRegistration
42711,181320,Wed Jun 20 04:14:45 2018,,t_rid=202145429&et_cid=2124787#/betaRegistration/,beta registration,t_rid=202145429&et_cid=2124787#
42712,181320,Wed Jun 20 04:17:28 2018,,t_rid=202145429&et_cid=2124787#/myGroups,mygroups,t_rid=202145429&et_cid=2124787#
42713,181320,Wed Jun 20 04:17:53 2018,,t_rid=202145429&et_cid=2124787#/main-home,main home,t_rid=202145429&et_cid=2124787#
42714,181320,Wed Jun 20 04:19:21 2018,,t_rid=202145429&et_cid=2124787#/manageAccount/,manageaccount,t_rid=202145429&et_cid=2124787#
42715,181320,Wed Jun 20 04:19:30 2018,,t_rid=202145429&et_cid=2124787#/manageAccount/tabTags,manageaccount,t_rid=202145429&et_cid=2124787#
42716,181320,Wed Jun 20 04:19:39 2018,,t_rid=202145429&et_cid=2124787#/profile-edit/181320,profile edit,t_rid=202145429&et_cid=2124787#
42717,181320,Wed Jun 20 04:19:40 2018,1.0,t_rid=202145429&et_cid=2124787#/profile/181320,profile page,t_rid=202145429&et_cid=2124787#
42718,181323,Sat Jun 16 23:56:17 2018,,betaRegistration/,beta registration,betaRegistration
42719,181323,Sat Jun 16 23:56:57 2018,,myGroups,mygroups,myGroups
42720,181323,Sat Jun 16 23:57:06 2018,,main-home,main home,main-home
42721,181323,Sat Jun 16 23:57:08 2018,,library/,library,library
42722,181323,Sat Jun 16 23:57:12 2018,,events,events,events
42723,181323,Sat Jun 16 23:57:44 2018,,events,events,events
42737,181330,Sun Jun 24 18:03:28 2018,,betaRegistration/,beta registration,betaRegistration
42738,181335,Sat Jun 16 17:29:16 2018,,betaRegistration/,beta registration,betaRegistration
42739,181335,Sat Jun 16 17:32:39 2018,,myGroups,mygroups,myGroups
42740,181335,Sat Jun 16 17:32:55 2018,,pendingGroups,pending groups,pendingGroups
42741,181348,Wed Jun 20 03:00:09 2018,,betaRegistration/,beta registration,betaRegistration
42742,181348,Wed Jun 20 03:01:24 2018,,myGroups,mygroups,myGroups
42743,181348,Wed Jun 20 03:01:44 2018,,notification,notification,notification
42744,181352,Sat Jun 16 21:53:42 2018,,betaRegistration/,beta registration,betaRegistration
42745,181352,Sat Jun 16 21:55:26 2018,,myGroups,mygroups,myGroups
42746,181356,Sat Jun 16 17:31:21 2018,,main-home,main home,main-home
42747,181359,Sat Jun 16 22:19:55 2018,,betaRegistration/,beta registration,betaRegistration
42748,181359,Sat Jun 16 22:26:05 2018,,myGroups,mygroups,myGroups
42749,181364,Sat Jun 16 17:14:14 2018,,betaRegistration/,beta registration,betaRegistration
42750,181381,Wed Jun 20 23:41:17 2018,,betaRegistration/,beta registration,betaRegistration
42751,181381,Wed Jun 20 23:45:13 2018,,main-home,main home,main-home
42846,181421,Tue Jun 19 03:29:31 2018,,betaRegistration/,beta registration,betaRegistration
42847,181421,Tue Jun 19 03:31:27 2018,,myGroups,mygroups,myGroups
42848,181421,Tue Jun 19 03:31:37 2018,,pendingGroups,pending groups,pendingGroups
42849,181421,Tue Jun 19 03:32:05 2018,,discoverGroups,discover groups,discoverGroups
42850,181438,Sun Jun 17 17:41:37 2018,,betaRegistration/,beta registration,betaRegistration
42851,181438,Sun Jun 17 17:48:18 2018,,pendingGroups,pending groups,pendingGroups
42852,181438,Sun Jun 17 17:49:40 2018,,connections,connection,connections
42853,181450,Mon Jun 18 13:21:31 2018,,betaRegistration/,beta registration,betaRegistration
42854,181450,Mon Jun 18 13:25:20 2018,,myGroups,mygroups,myGroups
42855,181450,Mon Jun 18 13:25:21 2018,,betaRegistration/tm-st-1529308522007,beta registration,betaRegistration
42866,181457,Mon Jun 18 17:47:21 2018,,betaRegistration/,beta registration,betaRegistration
42867,181457,Mon Jun 18 17:50:29 2018,,myGroups,mygroups,myGroups
42868,181457,Mon Jun 18 17:50:52 2018,,betaRegistration/,beta registration,betaRegistration
42886,181459,Mon Jun 18 18:54:39 2018,,betaRegistration/,beta registration,betaRegistration
42887,181459,Mon Jun 18 18:54:58 2018,,betaRegistration/?code=AQRmeCHRB-tti_McvGeNsp70oTz2gceoZb29ULiQvWZMQef2dCzO_Ol8aNVXq7S4uzx_eFiKhMuYh5AkK1SXVZBBZJV2CC3fJkGul6ngPqHMJXe20CGii27s4CFxstWSl_B7OXlrCInDP6Mc8ctCWyfY9uuCVg&state=123456789,beta registration,betaRegistration
42888,181459,Mon Jun 18 18:55:34 2018,,myGroups,mygroups,myGroups
42889,181459,Mon Jun 18 18:55:50 2018,,pendingGroups,pending groups,pendingGroups
42890,181459,Mon Jun 18 18:56:04 2018,,connections,connection,connections
42891,181459,Mon Jun 18 18:56:07 2018,,main-home,main home,main-home
42892,181460,Mon Jun 18 13:29:07 2018,,betaRegistration/,beta registration,betaRegistration
42893,181460,Mon Jun 18 13:31:47 2018,,myGroups,mygroups,myGroups
42894,181460,Mon Jun 18 13:32:19 2018,,pendingGroups,pending groups,pendingGroups
42895,181460,Mon Jun 18 13:32:48 2018,,group-home/119,group home,group-home
42896,181460,Mon Jun 18 13:32:49 2018,2.0,group-home/119,group page,group-home
42897,181460,Mon Jun 18 13:33:27 2018,,myGroups,mygroups,myGroups
42898,181460,Mon Jun 18 13:33:31 2018,,discoverGroups,discover groups,discoverGroups
42899,181466,Tue Jun 19 10:16:15 2018,,betaRegistration/,beta registration,betaRegistration
42900,181466,Tue Jun 19 10:16:51 2018,,myGroups,mygroups,myGroups
42901,181466,Tue Jun 19 10:16:53 2018,,betaRegistration/tm-st-1529383611633,beta registration,betaRegistration
42902,181466,Tue Jun 19 10:17:16 2018,,myGroups,mygroups,myGroups
42903,181466,Tue Jun 19 10:17:20 2018,,pendingGroups,pending groups,pendingGroups
42904,181466,Tue Jun 19 10:17:51 2018,,library/,library,library
42905,181466,Tue Jun 19 10:18:06 2018,,connections,connection,connections
42906,181466,Tue Jun 19 10:18:10 2018,,main-home,main home,main-home
42907,181466,Tue Jun 19 10:18:29 2018,,events,events,events
42925,181480,Mon Jun 18 23:03:27 2018,,betaRegistration/,beta registration,betaRegistration
42926,181480,Mon Jun 18 23:03:35 2018,,welcome?back=step1,,welcome
42927,181480,Mon Jun 18 23:03:37 2018,,betaRegistration/,beta registration,betaRegistration
42928,181480,Mon Jun 18 23:03:50 2018,,welcome?back=step1,,welcome
42929,181480,Mon Jun 18 23:03:55 2018,,betaRegistration/,beta registration,betaRegistration
42930,181480,Mon Jun 18 23:04:43 2018,,myGroups,mygroups,myGroups
42931,181480,Mon Jun 18 23:04:55 2018,,pendingGroups,pending groups,pendingGroups
42932,181480,Mon Jun 18 23:08:29 2018,,profile-edit/181480,profile edit,profile-edit
42933,181480,Mon Jun 18 23:08:29 2018,1.0,profile/181480,profile page,profile
43032,181510,Tue Jun 19 15:01:07 2018,,betaRegistration/,beta registration,betaRegistration
43033,181510,Tue Jun 19 15:07:11 2018,,myGroups,mygroups,myGroups
43034,181510,Tue Jun 19 15:07:12 2018,,betaRegistration/tm-st-1529401031986,beta registration,betaRegistration
43047,181520,Tue Jun 19 16:56:53 2018,,betaRegistration/,beta registration,betaRegistration
43048,181520,Tue Jun 19 16:57:47 2018,,myGroups,mygroups,myGroups
43049,181520,Tue Jun 19 16:57:49 2018,,pendingGroups,pending groups,pendingGroups
43050,181531,Tue Jun 19 22:09:01 2018,,betaRegistration/,beta registration,betaRegistration
43051,181531,Tue Jun 19 22:17:04 2018,,myGroups,mygroups,myGroups
43052,181531,Tue Jun 19 22:17:37 2018,,about,about page,about
43053,181531,Tue Jun 19 22:17:54 2018,,myGroups,mygroups,myGroups
43054,181531,Tue Jun 19 22:18:09 2018,,group-about/556/,about page,group-about
43055,181531,Tue Jun 19 22:18:09 2018,2.0,group-about/556/,group page,group-about
43126,181549,Wed Jun 20 00:23:49 2018,,betaRegistration/,beta registration,betaRegistration
43127,181549,Wed Jun 20 00:24:10 2018,,betaRegistration/?code=AQSCbhASClDetOkkjgP8f6fP1TIyPcOtU3Skybe443K5in-ga8Spl0_na4aEJHC9DFTI7-7QBMSbWGWqZA749KdHMNQpFncVBsikao3InxFSj4aIFkr4FsNl-AIpDCpHL-bY9WzPmtsq2nD1YNwxyJtnTeCqUw&state=123456789,beta registration,betaRegistration
43128,181549,Wed Jun 20 00:25:14 2018,,pendingGroups,pending groups,pendingGroups
43129,181549,Wed Jun 20 00:25:23 2018,3.0,discussions-about/29898/0/,discussion page,discussions-about
43131,181549,Mon Jun 25 20:11:44 2018,3.0,discussions-about/29988/0/,discussion page,discussions-about
43133,181549,Mon Jun 25 20:12:19 2018,1.0,profile/134680,profile page,profile
43134,181549,Mon Jun 25 20:23:33 2018,3.0,discussions-about/29988/0/,discussion page,discussions-about
43136,181549,Wed Jun 27 23:23:17 2018,3.0,discussions-about/30156/0/,discussion page,discussions-about
43138,181549,Sat Jun 30 18:55:24 2018,,email-notification?src=d&sec=group,notification,email-notification
43391,181579,Sat Jun 23 20:23:40 2018,,betaRegistration/,beta registration,betaRegistration
43392,181581,Wed Jun 20 23:48:07 2018,,betaRegistration/,beta registration,betaRegistration
43393,181581,Wed Jun 20 23:50:50 2018,,betaRegistration/?code=AQQYRt2_o4lLlCKtQLHA7AX6pG66wGyo2Sk7H0a9MzhPXkLHE1VoI6d3jv7IhjJUz3RVYqqcYyLIc2TVGldEmLFqYYYIi81ZrnHAyCCd_Fg2oScyD2m1cIhwe4ynjcDh9pQRs2_rAhY3dtqhK3HyIJ6IGBhNxQ&state=123456789,beta registration,betaRegistration
43394,181581,Thu Jun 21 00:02:58 2018,,myGroups,mygroups,myGroups
43395,181584,Wed Jun 20 23:19:11 2018,,betaRegistration/,beta registration,betaRegistration
43396,181584,Wed Jun 20 23:21:58 2018,,betaRegistration/?code=AQSzzQu0_ta9jNUr66BcRWHwqkIANYZIuw5M4w3D-F1lDHxDhSFDIUTqF8eQvpiKmRpMU8wsVex2-72NDk1SghdKI-sEzELeklHTglaytjbBPP-5TiaW_i_bTlxjNaKRMSbDgG0wz1FfXIPUC94dT9LF7yFb7w&state=123456789,beta registration,betaRegistration
43397,181584,Wed Jun 20 23:22:42 2018,,myGroups,mygroups,myGroups
43398,181584,Wed Jun 20 23:23:00 2018,,pendingGroups,pending groups,pendingGroups
43399,181584,Wed Jun 20 23:23:36 2018,,connections,connection,connections
43400,181584,Wed Jun 20 23:23:40 2018,,discussions,discussion,discussions
43401,181584,Wed Jun 20 23:23:45 2018,,main-home,main home,main-home
43402,181584,Wed Jun 20 23:24:12 2018,,profile-edit/181584,profile edit,profile-edit
43403,181584,Wed Jun 20 23:24:14 2018,1.0,profile/181584,profile page,profile
43404,181590,Thu Jun 21 06:21:02 2018,,betaRegistration/,beta registration,betaRegistration
43405,181590,Thu Jun 21 06:22:50 2018,,myGroups,mygroups,myGroups
43406,181590,Thu Jun 21 06:22:58 2018,,pendingGroups,pending groups,pendingGroups
43407,181590,Thu Jun 21 06:23:17 2018,,discoverGroups,discover groups,discoverGroups
43408,181590,Fri Jun 22 19:35:47 2018,,notification,notification,notification
43409,181590,Fri Jun 22 19:35:48 2018,,content-notification,content_notif,content-notification
43410,181590,Fri Jun 22 19:35:59 2018,,main-home,main home,main-home
43411,181598,Fri Jun 22 18:19:37 2018,,betaRegistration/,beta registration,betaRegistration
43412,181598,Fri Jun 22 18:34:53 2018,,myGroups,mygroups,myGroups
43413,181598,Fri Jun 22 18:35:51 2018,,pendingGroups,pending groups,pendingGroups
43414,181598,Fri Jun 22 18:37:28 2018,,discoverGroups,discover groups,discoverGroups
43415,181598,Fri Jun 22 18:40:20 2018,,pendingGroups,pending groups,pendingGroups
43416,181598,Fri Jun 22 22:07:04 2018,3.0,discussions-about/29974/,discussion page,discussions-about
43583,181630,Fri Jun 22 02:53:32 2018,,betaRegistration/,beta registration,betaRegistration
43584,181630,Fri Jun 22 02:58:47 2018,,myGroups,mygroups,myGroups
43585,181630,Fri Jun 22 02:59:17 2018,,pendingGroups,pending groups,pendingGroups
43586,181630,Fri Jun 22 03:00:15 2018,,connections,connection,connections
43587,181630,Fri Jun 22 03:00:18 2018,,discussions,discussion,discussions
43588,181630,Fri Jun 22 03:00:20 2018,,library/,library,library
43589,181630,Fri Jun 22 03:00:24 2018,,events,events,events
43613,181644,Fri Jun 22 23:58:48 2018,,betaRegistration/,beta registration,betaRegistration
43614,181644,Fri Jun 22 23:59:02 2018,,betaRegistration/?code=AQTVZIbpzvpS7DlZRabJDO_LCZFAHXvpOHeI3NR84tRgBVmWQ3aqvsI4rUHDgXbF9TNvNtAtszH8bDn8NIRv_JD06w_qDvYfpIASjUrC9ahVe0hKZWCE7x9rjOgx5rm_BxMy8tuTHeQ-JesX8KE6FBnXICTHjw&state=123456789,beta registration,betaRegistration
43615,181644,Fri Jun 22 23:59:49 2018,,myGroups,mygroups,myGroups
43616,181644,Fri Jun 22 23:59:55 2018,,pendingGroups,pending groups,pendingGroups
43617,181644,Sat Jun 23 00:00:17 2018,,discoverGroups,discover groups,discoverGroups
43618,181644,Sat Jun 23 00:01:01 2018,,main-home,main home,main-home
43619,181657,Thu Jun 21 18:53:56 2018,,betaRegistration/,beta registration,betaRegistration
43620,181657,Thu Jun 21 18:58:36 2018,,myGroups,mygroups,myGroups
43621,181657,Thu Jun 21 18:58:40 2018,,betaRegistration/tm-st-1529587721291,beta registration,betaRegistration
43622,181661,Thu Jun 21 20:06:18 2018,,betaRegistration/,beta registration,betaRegistration
43623,181661,Thu Jun 21 20:06:43 2018,,pendingGroups,pending groups,pendingGroups
43624,181661,Thu Jun 21 20:06:58 2018,,group-home/466,group home,group-home
43625,181661,Thu Jun 21 20:07:04 2018,2.0,group-home/466,group page,group-home
43626,181661,Thu Jun 21 20:07:39 2018,,group-discussions/466,discussion,group-discussions
43653,181663,Fri Jun 22 03:56:33 2018,,betaRegistration/,beta registration,betaRegistration
